event_id,timestamp,user_id,user_name,department,role,source_ip,location,login_successful,failed_attempts,resources_accessed,sensitive_data_accessed,privilege_level,download_mb,session_duration_minutes,is_anomaly,anomaly_type
1767,2025-12-25 12:35:22.836070,user_009,Brenda Taylor,Engineering,Employee,192.168.5.177,Delhi,True,0,5,False,1,17.23,124,False,Normal
1769,2025-12-25 12:40:22.836070,user_074,Nancy Rose,HR,Manager,192.168.4.169,Bangalore,True,0,9,False,1,66.22,294,False,Normal
1768,2025-12-25 12:40:22.836070,user_002,Scott Washington,Sales,Director,192.168.10.131,Mumbai,True,0,14,False,1,77.3,264,False,Normal
1770,2025-12-25 12:40:22.836070,user_033,Jason Watson,HR,Employee,192.168.2.31,Bangalore,True,0,9,True,1,29.93,221,False,Normal
1771,2025-12-25 12:42:22.836070,user_063,Jennifer Bond,HR,Director,192.168.1.78,Hyderabad,True,20,13,False,1,5.7,66,False,Normal
1772,2025-12-25 12:43:22.836070,user_090,William Mcdowell,Engineering,Director,192.168.1.12,Mumbai,True,0,33,False,1,384.5962242708972,186,False,Normal
1773,2025-12-25 12:44:22.836070,user_005,Grace Morales,Sales,Director,192.168.7.7,Bangalore,True,0,74,False,1,1144.4234141392149,178,False,Normal
1774,2025-12-25 12:46:22.836070,user_072,Kimberly Hawkins,Engineering,Employee,192.168.1.192,Hyderabad,True,0,8,False,1,78.72,283,False,Normal
1775,2025-12-25 12:49:22.836070,user_046,Dr. Lindsey Little,Sales,Director,192.168.9.140,Delhi,True,0,5,True,1,50.89,154,False,Normal
1776,2025-12-25 12:50:22.836070,user_051,Katelyn Hood,Sales,Director,192.168.3.75,Bangalore,True,0,11,False,1,28.4,106,False,Normal
1777,2025-12-25 12:58:22.836070,user_072,Kimberly Hawkins,Engineering,Employee,192.168.10.77,Hyderabad,True,0,15,False,1,27.98,85,False,Normal
1778,2025-12-25 12:59:22.836070,user_041,Krystal Wiley,Finance,Employee,192.168.10.76,Hyderabad,True,1,11,False,1,53.04,115,False,Normal
1779,2025-12-25 13:04:22.836070,user_026,Renee Smith,Sales,Manager,192.168.2.7,Hyderabad,True,0,10,False,1,60.2,142,False,Normal
1781,2025-12-25 13:06:22.836070,user_078,Patricia French,Finance,Manager,192.168.2.233,Hyderabad,True,0,11,False,1,64.52,80,False,Normal
1780,2025-12-25 13:06:22.836070,user_064,Steven Smith,Engineering,Director,192.168.10.250,Bangalore,True,1,12,False,1,8.04,178,False,Normal
1782,2025-12-25 13:12:22.836070,user_032,Thomas Jones,Finance,Director,192.168.3.195,Hyderabad,True,0,7,False,1,39.8,204,False,Normal
1783,2025-12-25 13:14:22.836070,user_003,Julie Arnold,Finance,Employee,192.168.5.251,Mumbai,True,0,12,False,1,28.13,161,False,Normal
1784,2025-12-25 13:15:22.836070,user_056,Suzanne Brown,Finance,Director,192.168.9.95,Hyderabad,True,0,12,False,1,49.22,181,False,Normal
1785,2025-12-25 13:17:22.836070,user_013,Ann Skinner,Sales,Manager,192.168.10.16,Mumbai,True,0,78,False,1,703.9394327696116,226,False,Normal
1786,2025-12-25 13:18:22.836070,user_052,John Cabrera,Engineering,Director,192.168.10.171,Hyderabad,True,0,15,True,1,70.44,269,False,Normal
1787,2025-12-25 13:19:22.836070,user_007,Blake Christian,HR,Employee,192.168.2.17,Bangalore,True,0,8,False,1,31.6,141,False,Normal
1788,2025-12-25 13:22:22.836070,user_031,Benjamin Orozco,Engineering,Director,192.168.2.28,Delhi,True,0,5,False,1,74.68,143,False,Normal
1789,2025-12-25 13:23:22.836070,user_095,Michelle Reynolds,Finance,Manager,192.168.6.123,Mumbai,True,1,58,False,1,196.16085004194863,158,False,Normal
1790,2025-12-25 13:27:22.836070,user_004,Melissa Dawson,Sales,Employee,192.168.4.10,Bangalore,True,0,5,False,1,73.46,215,False,Normal
1791,2025-12-25 13:27:22.836070,user_092,Peter Cooper,HR,Employee,192.168.7.192,Delhi,True,1,6,False,1,36.27,146,False,Normal
1792,2025-12-25 13:28:22.836070,user_087,Justin Garcia,Sales,Director,192.168.9.127,Mumbai,True,0,73,False,1,895.9730331702672,279,False,Normal
1793,2025-12-25 13:30:22.836070,user_084,Anthony Obrien,Engineering,Employee,192.168.10.190,Mumbai,True,0,11,False,1,25.1,175,False,Normal
1794,2025-12-25 13:32:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.9.27,Bangalore,True,1,12,False,1,51.94,224,False,Normal
1795,2025-12-25 13:34:22.836070,user_079,Sandra Ayala,Engineering,Manager,10.31.180.202,Mumbai,True,0,412,True,2,1355.35,238,True,Credential Stuffing
1796,2025-12-25 13:36:22.836070,user_077,Benjamin Cooper,Sales,Employee,192.168.8.153,Bangalore,True,0,12,False,1,13.39,226,False,Normal
1797,2025-12-25 13:36:22.836070,user_044,Sharon Reed,HR,Director,192.168.7.1,Bangalore,True,1,15,True,1,58.55,216,False,Normal
1798,2025-12-25 13:38:22.836070,user_075,Jeffrey Jacobs,Sales,Manager,192.168.1.77,Mumbai,True,0,12,False,1,49.73,146,False,Normal
1799,2025-12-25 13:39:22.836070,user_064,Steven Smith,Engineering,Director,192.168.8.250,Bangalore,True,0,12,False,1,62.7,221,False,Normal
1800,2025-12-25 13:43:22.836070,user_004,Melissa Dawson,Sales,Employee,192.168.8.21,Bangalore,True,0,8,False,1,65.56,227,False,Normal
1801,2025-12-25 13:43:22.836070,user_082,Teresa Dyer,HR,Manager,192.168.5.120,Hyderabad,True,0,40,False,1,152.82678638315616,135,False,Normal
1802,2025-12-25 13:44:22.836070,user_057,Bianca Montgomery,Sales,Employee,192.168.10.138,Bangalore,True,0,15,False,1,51.23,235,False,Normal
1803,2025-12-25 13:46:22.836070,user_024,Dustin Johnson,Finance,Manager,192.168.5.247,Bangalore,True,0,6,True,1,64.49,210,False,Normal
1804,2025-12-25 13:47:22.836070,user_081,Brittany Davis,Finance,Manager,192.168.8.204,Hyderabad,True,1,8,False,1,78.9,168,False,Normal
1805,2025-12-25 13:53:22.836070,user_049,Steven White,Sales,Employee,192.168.10.21,Mumbai,True,0,13,False,1,69.21,162,False,Normal
1806,2025-12-25 13:56:22.836070,user_051,Katelyn Hood,Sales,Director,192.168.6.253,Bangalore,True,0,8,False,1,23.36,237,False,Normal
1807,2025-12-25 13:58:22.836070,user_061,Tony Stevenson,Engineering,Employee,192.168.2.80,Mumbai,True,0,7,False,1,28.27,135,False,Normal
1808,2025-12-25 14:03:22.836070,user_095,Michelle Reynolds,Finance,Manager,192.168.1.81,Mumbai,True,0,14,False,1,29.31,248,False,Normal
1809,2025-12-25 14:04:22.836070,user_014,Joann Medina,HR,Director,192.168.7.93,Delhi,True,0,10,False,1,67.35,182,False,Normal
1810,2025-12-25 14:06:22.836070,user_094,Danielle Weber,Engineering,Director,192.168.3.61,Delhi,True,0,6,False,1,7.49,81,False,Normal
1811,2025-12-25 14:11:22.836070,user_014,Joann Medina,HR,Director,192.168.5.10,Delhi,True,0,14,False,1,30.93,261,False,Normal
1812,2025-12-25 14:12:22.836070,user_062,Nathaniel Myers,HR,Employee,192.168.3.213,Bangalore,True,0,5,False,1,11.53,178,False,Normal
1813,2025-12-25 14:12:22.836070,user_026,Renee Smith,Sales,Manager,192.168.10.186,Hyderabad,True,0,5,False,1,34.6,99,False,Normal
1814,2025-12-25 14:13:22.836070,user_071,Joseph Cruz,HR,Employee,192.168.6.62,Bangalore,True,0,12,False,1,43.58,210,False,Normal
1815,2025-12-25 14:16:22.836070,user_093,Justin Reese,Engineering,Manager,192.168.5.172,Hyderabad,True,0,11,False,1,72.95,112,False,Normal
1816,2025-12-25 14:17:22.836070,user_017,Leah Joseph,HR,Employee,192.168.10.212,Bangalore,True,0,9,False,1,11.33,154,False,Normal
1817,2025-12-25 14:17:22.836070,user_085,Jennifer Holland,HR,Employee,192.168.6.36,Mumbai,True,0,6,False,1,13.67,188,False,Normal
1818,2025-12-25 14:18:22.836070,user_097,Daniel Rodriguez,Sales,Director,192.168.8.41,Bangalore,True,1,14,False,1,56.57,113,False,Normal
1819,2025-12-25 14:19:22.836070,user_060,Patrick Holland,Sales,Employee,192.168.8.112,Mumbai,True,0,12,False,1,38.11,241,False,Normal
1820,2025-12-25 14:20:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.4.63,Bangalore,True,19,7,True,1,23.67,133,False,Normal
1821,2025-12-25 14:27:22.836070,user_095,Michelle Reynolds,Finance,Manager,192.168.4.113,Mumbai,True,0,9,False,1,36.81,281,False,Normal
1822,2025-12-25 14:28:22.836070,user_070,Amy Kelly,Sales,Employee,192.168.1.77,Hyderabad,True,1,10,False,1,74.27,105,False,Normal
1823,2025-12-25 14:30:22.836070,user_091,Sharon Garcia,Sales,Manager,192.168.7.218,Delhi,True,0,57,False,1,618.0461990523204,191,False,Normal
1824,2025-12-25 14:32:22.836070,user_033,Jason Watson,HR,Employee,192.168.3.169,Bangalore,True,0,14,False,1,20.05,115,False,Normal
1825,2025-12-25 14:34:22.836070,user_026,Renee Smith,Sales,Manager,192.168.7.43,Hyderabad,True,0,11,False,1,56.49,113,False,Normal
1826,2025-12-25 14:41:22.836070,user_028,Linda Good,HR,Employee,192.168.10.128,Hyderabad,True,0,15,False,1,27.07,170,False,Normal
1827,2025-12-25 14:41:22.836070,user_047,Rebecca Anderson,Finance,Employee,192.168.7.103,Mumbai,True,0,9,False,1,56.74,182,False,Normal
1828,2025-12-25 14:41:22.836070,user_026,Renee Smith,Sales,Manager,192.168.1.78,Hyderabad,True,1,66,False,1,374.33340461686254,126,False,Normal
1829,2025-12-25 14:43:22.836070,user_015,Christian Miranda,Engineering,Director,192.168.10.201,Mumbai,True,0,7,False,1,48.12,231,False,Normal
1830,2025-12-25 14:44:22.836070,user_078,Patricia French,Finance,Manager,192.168.5.169,Hyderabad,True,0,66,False,3,37.0,282,False,Normal
1831,2025-12-25 14:45:22.836070,user_003,Julie Arnold,Finance,Employee,192.168.3.148,Mumbai,True,1,14,False,1,60.57,285,False,Normal
1832,2025-12-25 14:45:22.836070,user_010,Andre Brock,Sales,Employee,192.168.10.180,Hyderabad,True,11,15,False,1,40.27,246,False,Normal
1833,2025-12-25 14:47:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.8.231,Bangalore,True,0,82,False,1,367.91910957667176,246,False,Normal
1834,2025-12-25 14:47:22.836070,user_056,Suzanne Brown,Finance,Director,192.168.1.229,Hyderabad,True,7,8,False,1,57.26,274,False,Normal
1835,2025-12-25 14:48:22.836070,user_089,Laura Harris,Engineering,Manager,192.168.6.95,Mumbai,True,1,14,False,1,14.42,266,False,Normal
1836,2025-12-25 14:50:22.836070,user_024,Dustin Johnson,Finance,Manager,192.168.8.21,Bangalore,True,0,12,False,1,43.26,232,False,Normal
1837,2025-12-25 14:53:22.836070,user_051,Katelyn Hood,Sales,Director,192.168.1.97,Bangalore,True,0,7,False,1,29.27,148,False,Normal
1838,2025-12-25 14:54:22.836070,user_044,Sharon Reed,HR,Director,192.168.3.194,Bangalore,True,0,9,False,1,5.15,222,False,Normal
1839,2025-12-25 14:56:22.836070,user_020,Roger Knight,Engineering,Manager,192.168.6.226,Delhi,True,21,5,False,1,57.79,260,False,Normal
1840,2025-12-25 14:57:22.836070,user_032,Thomas Jones,Finance,Director,192.168.8.56,Hyderabad,True,0,13,False,1,57.12,180,False,Normal
1841,2025-12-25 14:57:22.836070,user_058,Ronald Palmer,Sales,Manager,192.168.5.185,Mumbai,True,0,147,True,1,284.9146521449074,73,False,Normal
1842,2025-12-25 14:58:22.836070,user_024,Dustin Johnson,Finance,Manager,192.168.5.33,Bangalore,True,0,86,True,1,360.8789772511551,174,False,Normal
1843,2025-12-25 14:59:22.836070,user_061,Tony Stevenson,Engineering,Employee,192.168.6.75,Mumbai,True,0,185,False,1,361.30435113729584,131,False,Normal
1844,2025-12-25 15:02:22.836070,user_066,Joshua Moses,Finance,Employee,192.168.1.17,Mumbai,True,0,6,False,1,8.91,96,False,Normal
1845,2025-12-25 15:03:22.836070,user_030,Alisha Winters,Engineering,Manager,192.168.9.13,Bangalore,True,1,12,False,1,28.97,183,False,Normal
1846,2025-12-25 15:05:22.836070,user_007,Blake Christian,HR,Employee,192.168.1.67,Bangalore,True,0,11,True,1,70.63,106,False,Normal
1847,2025-12-25 15:07:22.836070,user_074,Nancy Rose,HR,Manager,192.168.6.190,Bangalore,True,1,61,False,1,925.7581293120496,142,False,Normal
1848,2025-12-25 15:09:22.836070,user_027,Tanner Andrews,HR,Employee,192.168.9.140,Bangalore,True,1,14,False,1,55.8,200,False,Normal
1849,2025-12-25 15:10:22.836070,user_011,John Jenkins,Sales,Manager,192.168.2.4,Delhi,True,1,186,False,1,295.05043436346284,186,False,Normal
1850,2025-12-25 15:15:22.836070,user_053,Sarah Porter,Engineering,Manager,192.168.7.168,Hyderabad,True,0,5,False,1,55.31,164,False,Normal
1851,2025-12-25 15:18:22.836070,user_033,Jason Watson,HR,Employee,192.168.4.197,Bangalore,True,0,10,True,1,40.06,212,False,Normal
1852,2025-12-25 15:19:22.836070,user_022,Christina Obrien,Sales,Director,192.168.3.51,Bangalore,True,0,7,False,1,76.14,175,False,Normal
1853,2025-12-25 15:20:22.836070,user_014,Joann Medina,HR,Director,192.168.8.166,Delhi,True,0,7,False,1,60.25,262,False,Normal
1854,2025-12-25 15:20:22.836070,user_081,Brittany Davis,Finance,Manager,192.168.2.232,Hyderabad,True,0,14,False,1,53.01,67,False,Normal
1856,2025-12-25 15:28:22.836070,user_040,Laura Mccarthy,HR,Employee,192.168.3.154,Delhi,True,0,14,False,1,41.19,68,False,Normal
1855,2025-12-25 15:28:22.836070,user_020,Roger Knight,Engineering,Manager,192.168.8.113,Delhi,True,0,13,False,1,40.07,153,False,Normal
1857,2025-12-25 15:29:22.836070,user_064,Steven Smith,Engineering,Director,192.168.6.94,Bangalore,True,0,15,False,1,63.05,260,False,Normal
1858,2025-12-25 15:30:22.836070,user_081,Brittany Davis,Finance,Manager,192.168.8.96,Hyderabad,True,0,11,False,1,58.78,298,False,Normal
1859,2025-12-25 15:32:22.836070,user_023,Brandon Phillips,Engineering,Employee,192.168.10.107,Hyderabad,True,0,9,False,1,56.28,131,False,Normal
1860,2025-12-25 15:33:22.836070,user_007,Blake Christian,HR,Employee,192.168.3.28,Bangalore,True,0,26,False,3,25.94,278,False,Normal
1863,2025-12-25 15:34:22.836070,user_067,Brian Velazquez,Sales,Director,192.168.6.204,Hyderabad,True,0,15,False,1,32.9,279,False,Normal
1862,2025-12-25 15:34:22.836070,user_040,Laura Mccarthy,HR,Employee,192.168.6.64,Delhi,True,0,15,False,1,25.75,152,False,Normal
1861,2025-12-25 15:34:22.836070,user_058,Ronald Palmer,Sales,Manager,192.168.7.249,Mumbai,True,1,8,False,1,63.48,284,False,Normal
1866,2025-12-25 15:37:22.836070,user_049,Steven White,Sales,Employee,192.168.7.166,Mumbai,True,0,12,False,1,24.39,287,False,Normal
1865,2025-12-25 15:37:22.836070,user_036,Crystal Short,Finance,Director,192.168.9.128,Mumbai,True,0,13,False,1,21.54,102,False,Normal
1864,2025-12-25 15:37:22.836070,user_077,Benjamin Cooper,Sales,Employee,192.168.2.85,Bangalore,True,0,8,False,1,57.29,244,False,Normal
1867,2025-12-25 15:38:22.836070,user_043,Paula Dyer,Engineering,Director,192.168.6.92,Mumbai,True,0,114,False,1,214.1918720134089,99,False,Normal
1868,2025-12-25 15:39:22.836070,user_076,Mr. Joseph Washington,Sales,Director,192.168.4.44,Mumbai,True,0,14,False,1,51.54,62,False,Normal
1869,2025-12-25 15:39:22.836070,user_088,Melanie Valenzuela,Engineering,Employee,192.168.6.59,Mumbai,True,1,9,False,1,6.09,158,False,Normal
1870,2025-12-25 15:40:22.836070,user_036,Crystal Short,Finance,Director,192.168.4.55,Mumbai,True,0,67,True,1,1088.1982487819716,148,False,Normal
1871,2025-12-25 15:42:22.836070,user_063,Jennifer Bond,HR,Director,192.168.7.137,Hyderabad,True,0,13,False,1,67.5,266,False,Normal
1872,2025-12-25 15:43:22.836070,user_060,Patrick Holland,Sales,Employee,192.168.2.84,Mumbai,True,0,64,False,1,354.7396743965532,233,False,Normal
1873,2025-12-25 15:48:22.836070,user_008,Bailey Peterson PhD,Finance,Manager,192.168.1.253,Delhi,True,0,8,False,1,7.22,232,False,Normal
1874,2025-12-25 15:49:22.836070,user_064,Steven Smith,Engineering,Director,192.168.1.210,Bangalore,True,0,10,True,1,71.65,232,False,Normal
1875,2025-12-25 15:53:22.836070,user_034,Brittany Wright,Finance,Employee,192.168.6.81,Mumbai,True,0,5,False,1,69.22,285,False,Normal
1876,2025-12-25 15:54:22.836070,user_071,Joseph Cruz,HR,Employee,192.168.2.81,Bangalore,True,0,6,False,1,56.86,164,False,Normal
1877,2025-12-25 15:55:22.836070,user_045,Laura Kent,Engineering,Manager,192.168.1.143,Bangalore,True,0,89,False,1,229.63515268476837,79,False,Normal
1878,2025-12-25 15:57:22.836070,user_023,Brandon Phillips,Engineering,Employee,192.168.6.36,Hyderabad,True,0,12,False,1,10.86,67,False,Normal
1879,2025-12-25 16:00:22.836070,user_066,Joshua Moses,Finance,Employee,192.168.7.188,Mumbai,True,0,13,False,1,10.25,290,False,Normal
1880,2025-12-25 16:05:22.836070,user_036,Crystal Short,Finance,Director,192.168.4.8,Mumbai,True,0,9,False,1,79.57,77,False,Normal
1881,2025-12-25 16:08:22.836070,user_053,Sarah Porter,Engineering,Manager,192.168.1.132,Hyderabad,True,0,7,False,1,55.58,169,False,Normal
1882,2025-12-25 16:09:22.836070,user_034,Brittany Wright,Finance,Employee,192.168.8.182,Mumbai,True,1,80,False,1,196.4387433843413,157,False,Normal
1883,2025-12-25 16:09:22.836070,user_079,Sandra Ayala,Engineering,Manager,192.168.9.161,Mumbai,True,0,9,False,1,78.21,229,False,Normal
1884,2025-12-25 16:10:22.836070,user_096,Felicia Farmer,Sales,Manager,192.168.7.9,Mumbai,True,0,14,False,1,75.91,139,False,Normal
1885,2025-12-25 16:12:22.836070,user_077,Benjamin Cooper,Sales,Employee,192.168.2.222,Bangalore,True,0,68,False,2,25.36,82,False,Normal
1886,2025-12-25 16:15:22.836070,user_097,Daniel Rodriguez,Sales,Director,192.168.5.48,Bangalore,True,0,11,False,1,33.07,284,False,Normal
1888,2025-12-25 16:16:22.836070,user_016,Erika Carter,Sales,Director,192.168.3.98,Bangalore,True,0,15,False,1,73.62,194,False,Normal
1887,2025-12-25 16:16:22.836070,user_026,Renee Smith,Sales,Manager,192.168.7.137,Hyderabad,True,0,91,False,1,387.9750068926273,255,False,Normal
1889,2025-12-25 16:20:22.836070,user_021,Brian James,Engineering,Director,192.168.5.215,Delhi,True,0,6,True,1,62.21,119,False,Normal
1890,2025-12-25 16:20:22.836070,user_014,Joann Medina,HR,Director,192.168.2.142,Delhi,True,0,15,False,1,61.62,269,False,Normal
1891,2025-12-25 16:21:22.836070,user_010,Andre Brock,Sales,Employee,192.168.5.222,Hyderabad,True,0,14,False,1,74.18,289,False,Normal
1892,2025-12-25 16:23:22.836070,user_057,Bianca Montgomery,Sales,Employee,192.168.3.202,Bangalore,True,1,65,False,1,348.9087053251192,223,False,Normal
1894,2025-12-25 16:25:22.836070,user_043,Paula Dyer,Engineering,Director,192.168.2.190,Mumbai,True,0,9,False,1,57.87,166,False,Normal
1893,2025-12-25 16:25:22.836070,user_059,Emily Anderson,Engineering,Director,192.168.9.236,Bangalore,True,0,51,False,1,748.5874854746461,61,False,Normal
1895,2025-12-25 16:26:22.836070,user_032,Thomas Jones,Finance,Director,192.168.8.119,Hyderabad,True,0,74,False,1,717.5103825799351,143,False,Normal
1896,2025-12-25 16:26:22.836070,user_068,Robert White,HR,Manager,192.168.8.194,Hyderabad,True,0,69,False,1,776.1992682630034,202,False,Normal
1897,2025-12-25 16:26:22.836070,user_067,Brian Velazquez,Sales,Director,192.168.4.206,Hyderabad,True,1,7,False,1,8.91,183,False,Normal
1899,2025-12-25 16:34:22.836070,user_083,Traci Walters,Engineering,Employee,227.68.136.80,China,False,97,0,False,1,0.0,0,True,Lateral Movement
1898,2025-12-25 16:34:22.836070,user_021,Brian James,Engineering,Director,192.168.1.46,Delhi,True,1,8,True,1,27.09,92,False,Normal
1900,2025-12-25 16:37:22.836070,user_091,Sharon Garcia,Sales,Manager,192.168.4.59,Delhi,True,0,5,False,1,73.69,162,False,Normal
1901,2025-12-25 16:38:22.836070,user_087,Justin Garcia,Sales,Director,192.168.9.96,Mumbai,True,0,13,False,1,15.27,76,False,Normal
1902,2025-12-25 16:41:22.836070,user_069,Julia Hill,Finance,Director,192.168.4.146,Mumbai,True,1,8,False,1,74.02,69,False,Normal
1903,2025-12-25 16:44:22.836070,user_083,Traci Walters,Engineering,Employee,192.168.2.28,Delhi,True,0,13,False,1,47.48,250,False,Normal
1904,2025-12-25 16:45:22.836070,user_060,Patrick Holland,Sales,Employee,192.168.2.195,Mumbai,True,0,15,False,1,12.09,280,False,Normal
1905,2025-12-25 16:47:22.836070,user_033,Jason Watson,HR,Employee,192.168.9.119,Bangalore,True,0,5,False,1,17.38,180,False,Normal
1906,2025-12-25 16:48:22.836070,user_098,Katie Murray,HR,Employee,192.168.5.89,Delhi,True,0,165,False,1,344.3059054265542,159,False,Normal
1907,2025-12-25 16:48:22.836070,user_072,Kimberly Hawkins,Engineering,Employee,192.168.6.153,Hyderabad,True,0,14,True,1,43.46,192,False,Normal
1908,2025-12-25 16:51:22.836070,user_043,Paula Dyer,Engineering,Director,192.168.5.153,Mumbai,True,0,12,False,1,25.32,243,False,Normal
1909,2025-12-25 16:51:22.836070,user_070,Amy Kelly,Sales,Employee,192.168.5.195,Hyderabad,True,0,11,False,1,11.16,246,False,Normal
1910,2025-12-25 16:51:22.836070,user_098,Katie Murray,HR,Employee,192.168.6.142,Delhi,True,0,57,False,2,39.53,68,False,Normal
1911,2025-12-25 16:56:22.836070,user_000,Sara Vega,Sales,Employee,192.168.2.121,Delhi,True,1,15,False,1,57.41,293,False,Normal
1912,2025-12-25 17:00:22.836070,user_001,Mariah Ray,Engineering,Employee,192.168.5.136,Bangalore,True,1,6,False,1,30.39,67,False,Normal
1913,2025-12-25 17:01:22.836070,user_078,Patricia French,Finance,Manager,192.168.8.31,Hyderabad,True,0,11,True,1,11.47,137,False,Normal
1914,2025-12-25 17:03:22.836070,user_020,Roger Knight,Engineering,Manager,192.168.10.252,Delhi,True,0,8,False,1,46.14,204,False,Normal
1915,2025-12-25 17:07:22.836070,user_069,Julia Hill,Finance,Director,192.168.10.203,Mumbai,True,0,11,False,1,74.97,230,False,Normal
1916,2025-12-25 17:08:22.836070,user_017,Leah Joseph,HR,Employee,192.168.2.107,Bangalore,True,0,8,False,1,38.17,158,False,Normal
1917,2025-12-25 17:08:22.836070,user_047,Rebecca Anderson,Finance,Employee,192.168.2.181,Mumbai,True,0,8,False,1,71.87,78,False,Normal
1918,2025-12-25 17:12:22.836070,user_035,Marvin Hayden,Sales,Employee,192.168.2.183,Bangalore,True,0,6,False,1,16.96,158,False,Normal
1919,2025-12-25 17:15:22.836070,user_039,Donna Mcdonald,Sales,Director,192.168.4.205,Delhi,True,1,5,False,1,16.79,72,False,Normal
1920,2025-12-25 17:19:22.836070,user_031,Benjamin Orozco,Engineering,Director,192.168.2.183,Delhi,True,13,7,True,1,61.59,77,False,Normal
1921,2025-12-25 17:20:22.836070,user_043,Paula Dyer,Engineering,Director,192.168.9.63,Mumbai,True,1,12,False,1,19.89,234,False,Normal
1922,2025-12-25 17:20:22.836070,user_034,Brittany Wright,Finance,Employee,192.168.1.41,Mumbai,True,0,11,False,1,10.21,139,False,Normal
1923,2025-12-25 17:21:22.836070,user_013,Ann Skinner,Sales,Manager,192.168.7.248,Mumbai,True,0,13,False,1,22.67,113,False,Normal
1924,2025-12-25 17:28:22.836070,user_084,Anthony Obrien,Engineering,Employee,192.168.3.132,Mumbai,True,0,9,False,1,34.7,82,False,Normal
1925,2025-12-25 17:28:22.836070,user_036,Crystal Short,Finance,Director,192.168.3.41,Mumbai,True,0,9,False,1,16.19,281,False,Normal
1926,2025-12-25 17:29:22.836070,user_076,Mr. Joseph Washington,Sales,Director,192.168.8.151,Mumbai,True,1,10,False,1,17.26,288,False,Normal
1927,2025-12-25 17:30:22.836070,user_008,Bailey Peterson PhD,Finance,Manager,192.168.1.246,Delhi,True,1,9,True,1,35.74,214,False,Normal
1928,2025-12-25 17:32:22.836070,user_043,Paula Dyer,Engineering,Director,192.168.6.100,Mumbai,True,0,14,False,1,35.27,210,False,Normal
1929,2025-12-25 17:34:22.836070,user_075,Jeffrey Jacobs,Sales,Manager,10.105.10.161,Mumbai,True,0,86,True,2,57.69266993098551,298,True,Credential Stuffing
1930,2025-12-25 17:35:22.836070,user_084,Anthony Obrien,Engineering,Employee,192.168.5.202,Mumbai,True,0,8,True,1,38.32,266,False,Normal
1931,2025-12-25 17:38:22.836070,user_076,Mr. Joseph Washington,Sales,Director,192.168.9.40,Mumbai,True,0,9,False,1,45.62,176,False,Normal
1932,2025-12-25 17:38:22.836070,user_062,Nathaniel Myers,HR,Employee,192.168.10.180,Bangalore,True,0,12,True,1,63.91,242,False,Normal
1933,2025-12-25 17:40:22.836070,user_080,Timothy Peterson,Engineering,Manager,192.168.1.112,Mumbai,True,0,13,False,1,46.44,148,False,Normal
1934,2025-12-25 17:46:22.836070,user_009,Brenda Taylor,Engineering,Employee,192.168.7.50,Delhi,True,0,7,False,1,66.9,83,False,Normal
1936,2025-12-25 17:47:22.836070,user_012,Charles Mendoza,HR,Employee,192.168.8.152,Hyderabad,True,0,6,False,1,35.24,274,False,Normal
1935,2025-12-25 17:47:22.836070,user_075,Jeffrey Jacobs,Sales,Manager,192.168.4.164,Mumbai,True,1,14,False,1,40.54,185,False,Normal
1937,2025-12-25 17:52:22.836070,user_020,Roger Knight,Engineering,Manager,192.168.7.79,Delhi,True,1,15,False,1,53.05,175,False,Normal
1938,2025-12-25 17:52:22.836070,user_097,Daniel Rodriguez,Sales,Director,192.168.3.100,Bangalore,True,0,15,False,1,12.07,291,False,Normal
1939,2025-12-25 17:52:22.836070,user_084,Anthony Obrien,Engineering,Employee,192.168.2.121,Mumbai,True,0,58,False,2,62.22,106,False,Normal
1940,2025-12-25 17:56:22.836070,user_057,Bianca Montgomery,Sales,Employee,192.168.5.99,Bangalore,True,0,5,False,1,51.59,231,False,Normal
1941,2025-12-25 17:56:22.836070,user_008,Bailey Peterson PhD,Finance,Manager,192.168.8.232,Delhi,True,0,10,False,1,41.84,245,False,Normal
1942,2025-12-25 17:58:22.836070,user_081,Brittany Davis,Finance,Manager,192.168.4.240,Hyderabad,True,0,11,False,1,36.29,117,False,Normal
1943,2025-12-25 17:58:22.836070,user_082,Teresa Dyer,HR,Manager,192.168.1.152,Hyderabad,True,0,5,False,1,59.58,140,False,Normal
1944,2025-12-25 17:59:22.836070,user_070,Amy Kelly,Sales,Employee,192.168.1.57,Hyderabad,True,21,12,False,1,44.86,64,False,Normal
1945,2025-12-25 17:59:22.836070,user_010,Andre Brock,Sales,Employee,192.168.9.50,Hyderabad,True,0,15,False,1,63.19,110,False,Normal
1946,2025-12-25 18:02:22.836070,user_011,John Jenkins,Sales,Manager,192.168.1.3,Delhi,True,0,7,False,1,46.53,167,False,Normal
1947,2025-12-25 18:03:22.836070,user_033,Jason Watson,HR,Employee,192.168.2.144,Bangalore,True,1,13,False,1,27.07,177,False,Normal
1948,2025-12-25 18:03:22.836070,user_015,Christian Miranda,Engineering,Director,192.168.3.90,Mumbai,True,1,11,False,1,21.71,135,False,Normal
1949,2025-12-25 18:04:22.836070,user_053,Sarah Porter,Engineering,Manager,192.168.9.203,Hyderabad,True,0,12,False,1,37.0,241,False,Normal
